,age,gender,country,mental_health,family_history,treatment,self_employed,work_interfere,no_employees,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,coworkers,obs_neg_response,obs_pos_response,mental_vs_physical,mental_health_interview,physical_importance,mental_importance,supervisor,neg_consequence_coworker,age_range
468,26.0,female,United States of America,No,I don't know,no,no,Not applicable to me,More than 1000,yes,I don't know,No,no,No,Yes,Somewhat easy,Maybe,No,Maybe/Not sure,Physical health,No,10.0,2.0,No,No,26-42
469,32.0,female,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,yes,yes,Yes,no,No,I don't know,Neither easy nor difficult,No,"Yes, I experienced",No,Physical health,No,6.0,3.0,No,No,26-42
470,43.0,female,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,yes,yes,Yes,yes,Yes,I don't know,Difficult,Maybe,"Yes, I observed",Maybe/Not sure,Physical health,No,5.0,5.0,Maybe,Yes,43-100
471,37.0,male,United States of America,No,No,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,Maybe,7.0,5.0,Yes,No,26-42
472,51.0,male,United States of America,Yes,Yes,yes,no,Rarely,500-1000,no,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,Maybe,"Yes, I observed","Yes, I observed",Physical health,No,5.0,5.0,Yes,Yes,43-100
473,56.0,male,United States of America,No,No,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,Maybe,7.0,5.0,Yes,No,43-100
474,30.0,male,United States of America,Possibly,Yes,yes,no,Sometimes,500-1000,no,yes,Yes,yes,Yes,I don't know,Neither easy nor difficult,Maybe,"Yes, I observed",Maybe/Not sure,Physical health,No,7.0,7.0,Yes,No,26-42
475,48.0,trans,United States of America,No,Yes,no,no,Not applicable to me,26-100,yes,I don't know,No,no,No,I don't know,Somewhat easy,No,No,No,Physical health,Maybe,7.0,2.0,No,No,43-100
476,28.0,female,United States of America,Yes,I don't know,yes,no,Rarely,100-500,yes,yes,Yes,no,No,I don't know,Somewhat difficult,No,Maybe/Not sure,"Yes, I experienced",Physical health,No,7.0,5.0,No,Yes,26-42
477,26.0,female,United States of America,Yes,No,yes,no,Sometimes,6-25,yes,no,No,no,No,I don't know,Somewhat easy,Yes,"Yes, I observed",No,Physical health,No,5.0,2.0,Maybe,Yes,26-42
478,45.0,male,United States of America,No,No,no,no,Not applicable to me,6-25,no,no,No,no,No,No,Somewhat difficult,No,No,No,Physical health,No,5.0,2.0,Yes,No,43-100
479,37.0,male,Estonia,No,No,no,no,Not applicable to me,26-100,yes,yes,Yes,yes,Yes,Yes,Somewhat easy,No,Maybe/Not sure,Maybe/Not sure,Physical health,Maybe,8.0,8.0,Maybe,Maybe,26-42
480,42.0,female,United Kingdom,Yes,I don't know,yes,no,Often,100-500,yes,yes,No,yes,Yes,Yes,Very easy,Yes,Maybe/Not sure,"Yes, I experienced",Physical health,Maybe,7.0,7.0,Yes,No,26-42
481,34.0,male,United States of America,Yes,I don't know,yes,no,Sometimes,26-100,yes,I don't know,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced","Yes, I experienced",Physical health,Maybe,5.0,5.0,No,No,26-42
482,35.0,female,India,No,Yes,yes,no,Rarely,More than 1000,yes,I don't know,No,yes,Yes,I don't know,Difficult,Maybe,"Yes, I observed",Maybe/Not sure,Physical health,No,7.0,5.0,No,Yes,26-42
483,28.0,male,Mexico,Yes,No,yes,no,Often,More than 1000,no,yes,No,no,No,I don't know,I don't know,Yes,No,"Yes, I experienced",Same level of comfort for each,No,10.0,0.0,No,Maybe,26-42
484,26.0,male,India,No,I don't know,yes,no,Sometimes,26-100,yes,I don't know,No,no,No,I don't know,Somewhat easy,Yes,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,No,8.0,5.0,Yes,No,26-42
485,34.0,female,India,Don't Know,No,no,no,Not applicable to me,100-500,no,I don't know,No,no,No,No,Somewhat easy,No,No,No,Physical health,No,3.0,0.0,No,No,26-42
486,28.0,male,India,No,No,no,no,Rarely,More than 1000,yes,I don't know,No,no,No,I don't know,Somewhat difficult,No,"Yes, I experienced","Yes, I experienced",Physical health,Maybe,9.0,1.0,No,Yes,26-42
487,34.0,female,United States of America,No,Yes,yes,no,Not applicable to me,100-500,yes,yes,Yes,yes,Yes,I don't know,Somewhat easy,Maybe,"Yes, I observed","Yes, I experienced",Physical health,No,7.0,7.0,Yes,No,26-42
488,45.0,male,Ireland,No,No,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed",No,Physical health,Maybe,7.0,5.0,Yes,No,43-100
489,59.0,female,United Kingdom,Possibly,I don't know,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced",Maybe/Not sure,Physical health,No,7.0,5.0,Yes,Yes,43-100
490,41.0,male,United States of America,Yes,Yes,yes,no,Often,26-100,yes,I don't know,No,no,No,I don't know,Difficult,Maybe,"Yes, I experienced",No,Physical health,Maybe,3.0,0.0,Maybe,Yes,26-42
491,38.0,male,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,no,yes,No,I don't know,I don't know,Yes,Somewhat easy,Yes,Maybe/Not sure,"Yes, I experienced",Same level of comfort for each,Maybe,7.0,5.0,Yes,No,26-42
492,42.0,female,United States of America,No,Yes,yes,no,Sometimes,More than 1000,yes,yes,Yes,yes,Yes,I don't know,Somewhat easy,Maybe,No,"Yes, I experienced",Physical health,Maybe,8.0,8.0,No,No,26-42
493,21.0,male,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,I don't know,No,no,I don't know,Yes,Very easy,Yes,No,"Yes, I experienced",Same level of comfort for each,No,6.0,8.0,Yes,No,18-21
494,30.0,female,United States of America,No,Yes,no,no,Not applicable to me,26-100,yes,yes,Yes,yes,No,Yes,Somewhat difficult,Yes,"Yes, I observed","Yes, I experienced",Same level of comfort for each,No,9.0,3.0,Yes,No,26-42
495,46.0,trans,United States of America,Yes,No,yes,no,Rarely,100-500,yes,yes,Yes,yes,Yes,Yes,I don't know,Yes,No,Maybe/Not sure,Same level of comfort for each,Maybe,8.0,8.0,Yes,No,43-100
496,36.0,female,United States of America,Yes,Yes,yes,yes,Rarely,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed","Yes, I experienced",Physical health,No,7.0,5.0,Yes,Yes,26-42
497,41.0,male,India,No,No,no,no,Never,More than 1000,yes,I don't know,Yes,no,No,Yes,Somewhat difficult,No,No,No,Physical health,Maybe,6.0,4.0,Maybe,No,26-42
498,33.0,female,Portugal,Yes,No,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,No,No,Physical health,No,7.0,5.0,Yes,No,26-42
499,41.0,male,Estonia,Yes,No,yes,no,Sometimes,1-5,yes,yes,No,no,Yes,I don't know,Somewhat difficult,Maybe,"Yes, I observed",Maybe/Not sure,Physical health,Maybe,6.0,3.0,Yes,No,26-42
500,25.0,male,United Kingdom,Possibly,Yes,no,no,Often,More than 1000,no,yes,Yes,no,Yes,I don't know,Somewhat easy,No,No,Maybe/Not sure,Physical health,No,10.0,5.0,No,No,22-25
501,27.0,trans,Germany,Yes,Yes,yes,no,Sometimes,6-25,yes,no,No,yes,No,No,Somewhat difficult,Maybe,"Yes, I observed","Yes, I observed",Physical health,Maybe,4.0,3.0,No,Yes,26-42
502,47.0,female,United States of America,Yes,I don't know,yes,no,Never,More than 1000,yes,I don't know,No,yes,Yes,I don't know,I don't know,Yes,"Yes, I experienced",No,Physical health,No,8.0,6.0,No,No,43-100
503,24.0,male,United States of America,Yes,I don't know,yes,no,Not applicable to me,26-100,yes,yes,Yes,no,I don't know,Yes,Somewhat easy,Maybe,No,No,Physical health,No,8.0,5.0,Yes,No,22-25
504,40.0,male,United States of America,Yes,No,yes,no,Often,More than 1000,yes,yes,Yes,yes,Yes,Yes,Somewhat easy,Yes,No,"Yes, I observed",Physical health,No,7.0,7.0,Maybe,No,26-42
505,37.0,male,United States of America,No,I don't know,yes,no,Not applicable to me,100-500,yes,yes,Yes,no,No,I don't know,Neither easy nor difficult,No,"Yes, I observed","Yes, I experienced",Physical health,No,5.0,5.0,No,No,26-42
506,38.0,male,United States of America,Don't Know,I don't know,no,no,Sometimes,More than 1000,yes,I don't know,No,no,Yes,I don't know,Somewhat easy,Maybe,"Yes, I observed",Maybe/Not sure,Physical health,Maybe,5.0,3.0,Yes,Yes,26-42
507,47.0,male,United States of America,No,No,yes,no,Rarely,More than 1000,yes,I don't know,No,I don't know,Yes,I don't know,Somewhat difficult,Yes,"Yes, I observed",No,Same level of comfort for each,No,2.0,0.0,Yes,No,43-100
508,30.0,female,United States of America,Yes,Yes,yes,no,Rarely,More than 1000,yes,yes,Yes,yes,Yes,Yes,Neither easy nor difficult,Maybe,"Yes, I observed","Yes, I observed",Same level of comfort for each,No,5.0,5.0,Yes,Yes,26-42
509,24.0,female,United States of America,Possibly,Yes,yes,no,Often,26-100,no,no,No,no,No,I don't know,Somewhat difficult,Maybe,"Yes, I observed",No,Physical health,No,0.0,0.0,No,No,22-25
510,38.0,female,United States of America,Yes,Yes,yes,no,Rarely,More than 1000,no,yes,Yes,no,Yes,Yes,Somewhat difficult,Maybe,Maybe/Not sure,No,Physical health,No,5.0,3.0,Maybe,Yes,26-42
511,42.0,male,Canada,Yes,Yes,yes,no,Rarely,6-25,yes,yes,Yes,yes,Yes,I don't know,Very easy,Yes,No,"Yes, I observed",Same level of comfort for each,No,9.0,9.0,Yes,No,26-42
512,39.0,male,Greece,No,No,no,no,Not applicable to me,100-500,yes,no,No,no,No,I don't know,Very easy,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,6.0,0.0,No,Yes,26-42
513,42.0,male,United States of America,Possibly,I don't know,yes,no,Rarely,More than 1000,yes,I don't know,No,no,I don't know,Yes,I don't know,No,No,"Yes, I experienced",Physical health,No,7.0,0.0,Maybe,No,26-42
514,47.0,male,United States of America,Yes,Yes,yes,no,Rarely,More than 1000,no,yes,Yes,no,I don't know,Yes,Very easy,Maybe,"Yes, I experienced","Yes, I experienced",Physical health,No,10.0,8.0,Yes,No,43-100
515,29.0,male,Poland,No,No,no,no,Not applicable to me,More than 1000,yes,yes,Yes,no,No,Yes,I don't know,Yes,No,No,Physical health,No,7.0,1.0,Yes,No,26-42
516,55.0,male,United States of America,No,Yes,no,no,Not applicable to me,More than 1000,yes,yes,Yes,yes,I don't know,I don't know,Somewhat easy,No,No,No,Physical health,No,7.0,2.0,No,No,43-100
517,34.0,trans,United States of America,Yes,Yes,yes,no,Rarely,500-1000,yes,I don't know,No,I don't know,I don't know,I don't know,Very easy,Maybe,"Yes, I experienced",No,Same level of comfort for each,No,5.0,5.0,Maybe,Yes,26-42
518,45.0,male,Japan,No,No,yes,no,Sometimes,More than 1000,yes,yes,Yes,yes,Yes,Yes,Somewhat easy,Yes,Maybe/Not sure,Maybe/Not sure,Physical health,Maybe,8.0,9.0,Yes,No,43-100
519,46.0,male,United Kingdom,No,Yes,no,no,Not applicable to me,More than 1000,no,I don't know,No,yes,Yes,Yes,Neither easy nor difficult,No,No,No,Physical health,No,5.0,5.0,Maybe,Yes,43-100
520,23.0,female,India,Possibly,I don't know,no,no,Sometimes,More than 1000,no,yes,No,no,Yes,I don't know,Somewhat difficult,Yes,No,No,Physical health,No,7.0,1.0,No,No,22-25
521,22.0,female,United States of America,Possibly,Yes,yes,no,Often,100-500,no,no,No,no,No,No,Somewhat difficult,No,No,No,Physical health,No,5.0,6.0,No,Maybe,22-25
522,30.0,male,New Zealand,Yes,Yes,yes,no,Sometimes,26-100,yes,no,No,no,No,I don't know,Neither easy nor difficult,Maybe,Maybe/Not sure,"Yes, I experienced",Physical health,Maybe,7.0,4.0,Maybe,No,26-42
523,27.0,male,United States of America,Yes,I don't know,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced","Yes, I experienced",Physical health,No,7.0,5.0,Yes,No,26-42
524,42.0,female,United States of America,Yes,Yes,yes,no,Often,100-500,yes,yes,No,no,I don't know,I don't know,Somewhat difficult,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,4.0,2.0,No,Yes,26-42
525,26.0,female,Brazil,No,Yes,yes,no,Sometimes,26-100,yes,yes,No,no,No,Yes,Very easy,Yes,"Yes, I observed",No,Same level of comfort for each,Maybe,8.0,7.0,Yes,No,26-42
526,31.0,female,United States of America,No,No,no,no,Not applicable to me,6-25,yes,no,No,no,No,I don't know,Very easy,No,No,No,Physical health,No,8.0,5.0,Maybe,No,26-42
527,27.0,male,India,Possibly,No,no,no,Sometimes,More than 1000,no,I don't know,No,no,I don't know,I don't know,Somewhat difficult,No,"Yes, I observed",Maybe/Not sure,Physical health,No,5.0,5.0,No,Maybe,26-42
528,48.0,male,United States of America,No,No,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I observed",No,Physical health,Maybe,7.0,5.0,Yes,No,43-100
529,50.0,male,India,No,No,no,yes,Never,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,I've always been self-employed,I've always been self-employed,Physical health,No,7.0,5.0,Yes,No,43-100
530,30.0,female,India,Possibly,No,no,no,Often,More than 1000,yes,no,No,no,No,Yes,Difficult,Maybe,Maybe/Not sure,"Yes, I experienced",Physical health,No,9.0,3.0,No,Yes,26-42
531,24.0,trans,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,yes,yes,Yes,no,Yes,Yes,Somewhat difficult,No,Maybe/Not sure,No,Physical health,Yes,5.0,3.0,Maybe,No,22-25
532,57.0,female,Canada,Possibly,Yes,yes,no,Rarely,More than 1000,yes,yes,Yes,yes,Yes,Yes,Somewhat difficult,No,"Yes, I observed","Yes, I observed",Physical health,No,8.0,6.0,No,Yes,43-100
533,29.0,male,United States of America,Yes,Yes,yes,no,Sometimes,More than 1000,yes,yes,Yes,no,I don't know,I don't know,Somewhat difficult,No,No,No,Physical health,No,8.0,3.0,No,No,26-42
534,46.0,male,United States of America,No,Yes,no,no,Not applicable to me,6-25,no,yes,Yes,no,No,I don't know,Somewhat easy,No,No,Maybe/Not sure,Physical health,No,3.0,1.0,No,No,43-100
535,34.0,male,Norway,No,No,no,no,Not applicable to me,6-25,yes,no,No,no,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe/Not sure,Physical health,No,8.0,8.0,No,Maybe,26-42
536,29.0,trans,United States of America,Yes,Yes,yes,no,Rarely,26-100,yes,yes,Yes,yes,Yes,Yes,Somewhat easy,Yes,"Yes, I observed","Yes, I observed",Same level of comfort for each,Yes,7.0,5.0,Yes,No,26-42
537,55.0,male,United States of America,No,No,no,no,Not applicable to me,100-500,yes,yes,Yes,no,I don't know,I don't know,Somewhat easy,Yes,No,No,Same level of comfort for each,Yes,7.0,8.0,Yes,No,43-100
538,29.0,trans,Finland,Yes,No,yes,no,Often,More than 1000,yes,yes,Yes,no,No,I don't know,I don't know,Maybe,No,No,Physical health,No,4.0,4.0,No,No,26-42
539,35.0,male,Poland,Yes,I don't know,yes,no,Sometimes,26-100,yes,no,No,no,No,I don't know,I don't know,Maybe,No,"Yes, I experienced",Physical health,No,10.0,8.0,No,No,26-42
540,33.0,male,Russia,Possibly,Yes,no,no,Not applicable to me,More than 1000,yes,I don't know,No,no,No,No,I don't know,No,Maybe/Not sure,No,Physical health,No,10.0,0.0,No,Yes,26-42
541,37.0,male,United States of America,Don't Know,No,no,no,Not applicable to me,More than 1000,no,yes,No,no,Yes,I don't know,Somewhat difficult,No,"Yes, I observed",No,Physical health,No,3.0,1.0,No,Yes,26-42
542,45.0,male,United States of America,Yes,Yes,yes,no,Rarely,More than 1000,yes,yes,Yes,yes,Yes,I don't know,Somewhat easy,Maybe,No,No,Physical health,No,6.0,3.0,Maybe,No,43-100
543,31.0,male,Germany,Yes,I don't know,yes,no,Sometimes,500-1000,no,no,No,no,No,I don't know,Very easy,No,No,"Yes, I experienced",Physical health,No,6.0,0.0,Maybe,No,26-42
544,38.0,female,Canada,No,Yes,no,yes,Not applicable to me,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,"Yes, I observed",Physical health,No,7.0,5.0,Yes,No,26-42
545,26.0,male,Germany,Possibly,Yes,no,no,Rarely,More than 1000,no,I don't know,No,no,I don't know,I don't know,Somewhat easy,Yes,Maybe/Not sure,"Yes, I observed",Physical health,No,7.0,6.0,Maybe,Maybe,26-42
546,27.0,female,Serbia,Possibly,No,yes,no,Sometimes,100-500,yes,no,No,no,No,I don't know,Neither easy nor difficult,No,No,No,Physical health,No,6.0,0.0,No,No,26-42
547,35.0,male,Canada,Yes,Yes,yes,no,Sometimes,6-25,no,yes,No,no,No,I don't know,Somewhat difficult,Maybe,"Yes, I experienced",No,Same level of comfort for each,No,5.0,0.0,Maybe,No,26-42
548,47.0,male,United States of America,Yes,Yes,no,no,Rarely,26-100,no,yes,No,no,Yes,I don't know,Neither easy nor difficult,No,Maybe/Not sure,No,Physical health,No,6.0,4.0,No,Yes,43-100
549,37.0,male,United States of America,Yes,I don't know,yes,no,Never,More than 1000,yes,yes,Yes,I don't know,I don't know,I don't know,I don't know,Maybe,Maybe/Not sure,"Yes, I observed",Physical health,No,10.0,10.0,Maybe,No,26-42
550,32.0,male,Colombia,Don't Know,Yes,no,no,Not applicable to me,500-1000,no,no,No,no,No,No,Difficult,No,No,No,Physical health,No,4.0,3.0,No,No,26-42
551,46.0,male,United Kingdom,Yes,I don't know,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,No,Physical health,Maybe,7.0,5.0,Yes,Maybe,43-100
552,37.0,male,United States of America,Yes,Yes,yes,no,Rarely,26-100,yes,yes,No,no,I don't know,I don't know,Somewhat easy,Yes,No,"Yes, I experienced",Same level of comfort for each,Maybe,2.0,0.0,No,Yes,26-42
553,36.0,male,United States of America,Yes,Yes,yes,no,Rarely,100-500,yes,yes,Yes,I don't know,Yes,Yes,Somewhat easy,Maybe,No,No,Physical health,No,5.0,5.0,Yes,No,26-42
554,29.0,male,Poland,No,Yes,yes,yes,Rarely,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,Yes,7.0,5.0,Yes,Maybe,26-42
555,45.0,male,United States of America,Possibly,I don't know,yes,no,Not applicable to me,100-500,yes,yes,No,no,No,I don't know,Very easy,No,"Yes, I observed",No,Physical health,No,4.0,1.0,No,No,43-100
556,30.0,male,United States of America,No,No,no,no,Not applicable to me,6-25,no,I don't know,No,no,I don't know,I don't know,Somewhat difficult,Maybe,No,No,Physical health,No,5.0,5.0,Maybe,No,26-42
557,46.0,male,Germany,No,I don't know,yes,no,Rarely,6-25,yes,no,No,yes,No,I don't know,Very easy,Maybe,Maybe/Not sure,Maybe/Not sure,Physical health,No,7.0,5.0,Maybe,No,43-100
558,29.0,male,India,No,No,no,no,Often,26-100,yes,no,No,no,No,I don't know,Difficult,Maybe,No,No,Physical health,No,5.0,2.0,No,No,26-42
559,26.0,male,Ukraine,Possibly,I don't know,no,no,Rarely,More than 1000,yes,I don't know,No,no,No,Yes,Somewhat easy,Maybe,Maybe/Not sure,Maybe/Not sure,Same level of comfort for each,No,8.0,6.0,No,Yes,26-42
560,26.0,male,United States of America,Yes,Yes,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,Maybe/Not sure,No,Physical health,No,7.0,5.0,Yes,No,26-42
561,44.0,male,Canada,Yes,Yes,yes,no,Often,6-25,yes,I don't know,No,no,I don't know,I don't know,Difficult,No,Maybe/Not sure,Maybe/Not sure,Physical health,No,5.0,4.0,No,No,43-100
562,32.0,male,United States of America,Possibly,I don't know,no,no,Not applicable to me,26-100,yes,yes,No,no,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe/Not sure,No,Physical health,No,5.0,5.0,No,No,26-42
563,34.0,male,Poland,Don't Know,No,no,no,Not applicable to me,100-500,yes,I don't know,No,no,No,I don't know,I don't know,Maybe,No,No,Physical health,Yes,6.0,2.0,Maybe,No,26-42
564,19.0,male,Australia,Possibly,I don't know,no,no,Not applicable to me,500-1000,yes,yes,No,yes,Yes,Yes,Very easy,Yes,"Yes, I observed","Yes, I observed",Physical health,No,7.0,6.0,Maybe,No,18-21
565,38.0,male,United Kingdom,Yes,Yes,yes,no,Not applicable to me,More than 1000,no,I don't know,No,no,I don't know,I don't know,I don't know,No,No,No,Physical health,No,7.0,7.0,No,No,26-42
566,61.0,male,United States of America,Yes,No,yes,no,Often,6-25,yes,no,No,no,No,No,Difficult,No,"Yes, I observed",No,Physical health,No,6.0,4.0,No,Yes,43-100
567,44.0,male,United States of America,No,I don't know,no,no,Not applicable to me,6-25,yes,yes,Yes,no,I don't know,I don't know,I don't know,Yes,No,Maybe/Not sure,Physical health,No,7.0,7.0,No,No,43-100
568,32.0,female,United States of America,Yes,Yes,yes,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,"Yes, I experienced","Yes, I experienced",Physical health,No,7.0,5.0,Yes,No,26-42
569,31.0,male,Ireland,No,No,no,no,Not applicable to me,100-500,no,yes,No,yes,Yes,Yes,Somewhat easy,Maybe,No,No,Physical health,No,7.0,6.0,Yes,No,26-42
570,30.0,female,United States of America,Possibly,No,yes,no,Rarely,26-100,yes,yes,No,yes,Yes,I don't know,Neither easy nor difficult,No,No,"Yes, I experienced",Physical health,No,8.0,6.0,Yes,No,26-42
571,52.0,male,Italy,Possibly,No,no,yes,Sometimes,More than 1000,yes,yes,No,no,No,I don't know,Somewhat easy,Maybe,I've always been self-employed,No,Physical health,No,7.0,5.0,Yes,Maybe,43-100
572,44.0,male,United States of America,Yes,Yes,yes,no,Sometimes,26-100,yes,I don't know,No,no,No,I don't know,I don't know,No,Maybe/Not sure,No,Physical health,No,5.0,1.0,No,No,43-100
